canonical_composer;canonical_title;split;year;midi_filename;audio_filename;duration
Franz Liszt;"Transcendental Etude No. 5 ""Feux Follets""";train;2013;2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--3.midi;2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--3.wav;243.934.050.937
Franz Liszt;"Transcendental Etude No. 5 ""Feux Follets""";train;2013;2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--3.midi;2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--3.wav;208.186.223.437
Franz Liszt;"Transcendental Etude No. 5 “Feux Follets;” S.139; No. 5";train;2014;2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--3.midi;2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--3.wav;22.076.901
Franz Liszt;"Transcendental Etude No. 5; ""Feux Follets""; S. 139/5";train;2011;2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_07_Track07_wav.midi;2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_07_Track07_wav.wav;215.347.006.875
Franz Liszt;"Transcendental Etude No. 8 ""Wilde Jagd""";test;2013;2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.midi;2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.wav;317.551.765.781
Franz Liszt;"Transcendental Etude No. 8 ""Wilde Jagd""";test;2013;2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--4.midi;2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--4.wav;298.708.301.719
Franz Liszt;"Transcendental Etude No. 8; ""Wilde Jagd""; S. 139/8";test;2011;2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_04_Track04_wav.midi;2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_04_Track04_wav.wav;355.499.110.313
Franz Liszt;"Transcendental Etude No. 9; 'Ricordanza'";validation;2004;2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_05_Track05_wav.midi;2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_05_Track05_wav.wav;51.089.592.875
Franz Liszt;"Tristan and Isolde - Liebestod; S.447";test;2017;2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--3.midi;2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--3.wav;381.608.172.846
Franz Liszt;"Trois Etudes de Concert ""La leggierezza""; S.144";train;2017;2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--1.midi;2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--1.wav;286.726.159.138
Franz Liszt;"Valse de l'opera Faust de Charles Gounod; S.407";train;2017;2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--5.midi;2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--5.wav;529.717.489.842
Franz Liszt;"Valse de l'opera Faust de Charles Gounod; S.407";train;2017;2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--4.midi;2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--4.wav;549.447.094.021
Franz Liszt;"Valse-Impromptu; S. 213";validation;2015;2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--1.midi;2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--1.wav;3.422.875
Franz Liszt;Venezia e Napoli;train;2011;2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_07_Track07_wav.midi;2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_07_Track07_wav.wav;327.398.176.875
Franz Liszt;Venezia e Napoli;train;2011;2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_08_Track08_wav.midi;2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_08_Track08_wav.wav;328.064.575.781
Franz Liszt;Venezia e Napoli;train;2011;2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_09_Track09_wav.midi;2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_09_Track09_wav.wav;403.523.902.031
Franz Liszt;"Venezia e Napoli; S. 162";train;2018;2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--4.midi;2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--4.wav;990.913.806.094
Franz Liszt;"Venezia e Napoli; S.162 (Complete)";train;2014;2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--8.midi;2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--8.wav;103.323.481.078
Franz Liszt;"Études d'exécution transcendante; No. 10 in F Minor; S.139/10";test;2017;2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3.midi;2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3.wav;267.455.954.417
Franz Liszt;"Études d'exécution transcendante; No. 12; ""Chasse-Neige"" S.139/12";validation;2017;2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--3.midi;2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--3.wav;270.732.647.762
Franz Liszt;"Études d'exécution transcendante; No. 4; ""Mazeppa"" S.139/4";train;2017;2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--4.midi;2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--4.wav;394.658.322.575
Franz Liszt;"Études d'exécution transcendante; No. 4; ""Mazeppa"" S.139/4";train;2017;2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--3.midi;2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--3.wav;484.962.367.262
Franz Liszt;"Études d'exécution transcendante; No. 5; ""Feux follets"" S.139/5";train;2017;2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.midi;2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.wav;212.663.487.858
Franz Liszt / Camille Saint-Saëns;Danse Macabre S555/R240;train;2011;2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_07_Track07_wav.midi;2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_07_Track07_wav.wav;604.709.598.281
Franz Liszt / Vladimir Horowitz;Hungarian Rhapsody No. 15 (Horowitz edition);validation;2008;2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--7.midi;2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--7.wav;308.576.080.313
Franz Liszt / Vladimir Horowitz;Hungarian Rhapsody No. 2 (Horowitz Edition);validation;2008;2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--5.midi;2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--5.wav;52.954.006.875
Franz Schubert;"""Der Mueller und der Bach""";validation;2009;2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_02_WAV.midi;2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_02_WAV.wav;336.379.204.219
Franz Schubert;"""Erlkoenig""";test;2009;2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_04_WAV.midi;2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_04_WAV.wav;274.736.637.656
Franz Schubert;"""Gretchen am Spinnrade""";test;2009;2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_03_WAV.midi;2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_03_WAV.wav;23.642.070.375
Franz Schubert;"Fantasia in C Major; ""Wanderer""; D. 760";test;2017;2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.midi;2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.wav;120.494.174.533
Franz Schubert;Impromptu Op. 142 No. 1 F Minor;train;2008;2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--3.midi;2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--3.wav;584.943.325.313
Franz Schubert;Impromptu Op. 142 No. 1 in F Minor;train;2008;2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--3.midi;2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--3.wav;635.781.949.688
Franz Schubert;"Impromptu Op. 142 No. 1 in F Minor; D. 935";train;2017;2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.midi;2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.wav;578.621.096.367
Franz Schubert;"Impromptu Op. 142 No. 1 in F Minor; D. 935";train;2017;2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--3.midi;2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--3.wav;566.241.883.521
Franz Schubert;"Impromptu Op. 142 No. 1 in F Minor; D935";train;2013;2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.midi;2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.wav;574.096.648.125
Franz Schubert;"Impromptu Op. 142 No. 1; in F Minor; D935";train;2011;2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.midi;2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.wav;537.582.261.562
Franz Schubert;"Impromptu Op. 142 No. 3 in B-Flat Major; D935";train;2013;2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.midi;2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.wav;638.698.613.438
Franz Schubert;Impromptu Op. 142 No. 3 in B-flat Major;train;2015;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_07_R2_2015_wav--3.midi;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_07_R2_2015_wav--3.wav;392.005.208.333
Franz Schubert;Impromptu Op. 142 No. 3 in B-flat Major;train;2015;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_08_R2_2015_wav--2.midi;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_08_R2_2015_wav--2.wav;685.165.625
Franz Schubert;Impromptu Op. 142 No. 3 in B-flat Major;train;2015;2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--1.midi;2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--1.wav;685.057.291.667
Franz Schubert;Impromptu Op. 142 No. 3 in B-flat Major;train;2013;2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.midi;2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.wav;474.560.155.781
Franz Schubert;"Impromptu Op. 142 No. 3 in B-flat Major; D. 935";train;2017;2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--2.midi;2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--2.wav;680.221.025.875
Franz Schubert;"Impromptu Op. 142 No. 3 in B-flat Major; D. 935";train;2017;2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--1.midi;2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--1.wav;551.678.920.692
Franz Schubert;"Impromptu Op. 142 No. 3 in B-flat Major; D935";train;2013;2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi;2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.wav;634.483.874.063
Franz Schubert;"Impromptu Op. 142 No. 3 in B-flat Major; D935";train;2013;2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--2.midi;2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--2.wav;462.785.327.812
Franz Schubert;"Impromptu Op. 142 No. 3 in B-flat Major; D935";train;2013;2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--1.midi;2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--1.wav;389.417.345.625
Franz Schubert;"Impromptu Op. 142 No. 3 in B-flat Major; D935";train;2013;2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--1.midi;2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--1.wav;717.590.094.375
Franz Schubert;"Impromptu Op. 142 No. 3; in B-Flat Major; D935";train;2011;2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.midi;2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.wav;523.286.068.594
Franz Schubert;"Impromptu Op. 142 No. 3; in B-Flat Major; D935";train;2011;2011/MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_10_Track10_wav.midi;2011/MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_10_Track10_wav.wav;696.215.917.031
Franz Schubert;"Impromptu Op. 142 No. 3; in B-Flat Major; D935";train;2011;2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_04_Track04_wav.midi;2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_04_Track04_wav.wav;399.084.803.906
Franz Schubert;"Impromptu Op. 142 No. 3; in B-Flat Major; D935";train;2011;2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_08_Track08_wav.midi;2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_08_Track08_wav.wav;407.183.086.406
Franz Schubert;"Impromptu Op. 142 No. 4 in F Minor; D. 935";test;2017;2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2.midi;2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2.wav;376.731.059.992
Franz Schubert;"Impromptu Op. 142 No. 4; in F Minor; D935";test;2011;2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_02_Track02_wav.midi;2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_02_Track02_wav.wav;329.194.382.344
Franz Schubert;Impromptu Op. 90 No. 1;train;2018;2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--1.midi;2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--1.wav;566.467.115.156
Franz Schubert;Impromptu Op. 90 No. 1 in C Minor;train;2008;2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.midi;2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.wav;532.502.138.437
Franz Schubert;Impromptu Op. 90 No. 1 in C Minor;train;2013;2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--1.midi;2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--1.wav;519.358.455
Franz Schubert;"Impromptu Op. 90 No. 1 in C Minor; D. 899";train;2017;2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--2.midi;2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--2.wav;559.081.662.196
Franz Schubert;"Impromptu Op. 90 No. 1; in C Minor; D899";train;2011;2011/MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_02_Track02_wav.midi;2011/MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_02_Track02_wav.wav;588.366.131.719
Franz Schubert;"Impromptu Op. 90 No. 1; in C Minor; D899";train;2011;2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_07_Track07_wav.midi;2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_07_Track07_wav.wav;566.914.497.188
Franz Schubert;Impromptu Op. 90 No. 2;train;2008;2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.midi;2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.wav;223.212.917.812
Franz Schubert;Impromptu Op. 90 No. 2 E-flat Major;train;2008;2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--1.midi;2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--1.wav;264.608.442.656
Franz Schubert;Impromptu Op. 90 No. 2 in E-flat Major;train;2008;2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--2.midi;2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--2.wav;274.862.171.719
Franz Schubert;Impromptu Op. 90 No. 2 in E-flat Major;train;2015;2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--1.midi;2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--1.wav;287.720.833.333
Franz Schubert;"Impromptu Op. 90 No. 2 in E-flat Major; D. 899";train;2017;2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--1.midi;2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--1.wav;28.737.038.675
Franz Schubert;"Impromptu Op. 90 No. 2 in E-flat Major; D899";train;2013;2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi;2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.wav;267.370.192.031
Franz Schubert;Impromptu Op. 90 No. 3 in G-flat;train;2008;2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.midi;2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.wav;30.025.611
Franz Schubert;Impromptu Op. 90 No. 3 in G-flat Major;train;2008;2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--1.midi;2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--1.wav;375.151.868.438
Franz Schubert;Impromptu Op. 90 No. 3 in G-flat Major;train;2008;2008/MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--2.midi;2008/MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--2.wav;365.193.277.969
Franz Schubert;Impromptu Op. 90 No. 3 in G-flat Major;train;2015;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--2.midi;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--2.wav;355.173.958.333
Franz Schubert;Impromptu Op. 90 No. 3 in G-flat Major;train;2015;2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--3.midi;2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--3.wav;302.311.458.333
Franz Schubert;Impromptu Op. 90 No. 3 in G-flat Major;train;2015;2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_15_R2_2015_wav--1.midi;2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_15_R2_2015_wav--1.wav;36.634.375
Franz Schubert;"Impromptu Op. 90 No. 3 in G-flat Major; D. 899";train;2017;2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--2.midi;2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--2.wav;366.462.947.912
Franz Schubert;"Impromptu Op. 90 No. 3 in G-flat Major; D. 899";train;2017;2017/MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--3.midi;2017/MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--3.wav;327.167.200.292
Franz Schubert;"Impromptu Op. 90 No. 3 in G-flat Major; D899";train;2013;2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--2.midi;2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--2.wav;357.281.961.094
Franz Schubert;"Impromptu Op. 90 No. 3; in G-flat Major; D899";train;2011;2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.midi;2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.wav;320.318.857.031
Franz Schubert;"Impromptu Op. 90 No. 3; in G-flat Major; D899";train;2011;2011/MIDI-Unprocessed_16_R2_2011_MID--AUDIO_R2-D4_09_Track09_wav.midi;2011/MIDI-Unprocessed_16_R2_2011_MID--AUDIO_R2-D4_09_Track09_wav.wav;258.665.606.719
Franz Schubert;Impromptu Op. 90 No. 4 in A-flat Major;test;2008;2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--3.midi;2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--3.wav;400.711.404.844
Franz Schubert;Impromptu Op. 90 No. 4 in A-flat Major;test;2008;2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--4.midi;2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--4.wav;342.504.999.375
Franz Schubert;Impromptu Op. 90 No. 4 in A-flat Major;test;2015;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_03_R2_2015_wav--1.midi;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_03_R2_2015_wav--1.wav;112.872.916.667
Franz Schubert;Impromptu Op. 90 No. 4 in A-flat Major;test;2015;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--1.midi;2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--1.wav;354.151.041.667
Franz Schubert;Impromptu Op. 90 No. 4 in A-flat Major;test;2015;2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--3.midi;2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--3.wav;36.694.375
Franz Schubert;"Impromptu Op. 90; No. 3; in G-flat Major; D899";train;2011;2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_04_Track04_wav.midi;2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_04_Track04_wav.wav;307.356.797.344
Franz Schubert;"Impromptu Op.142 No.3; in B-Flat Major; D935";train;2013;2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.midi;2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.wav;445.906.338.281
Franz Schubert;Impromptus Op. 90;train;2018;2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.midi;2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.wav;644.389.045.781
Franz Schubert;"Impromptus Op. 90; No. 3";train;2004;2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi;2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.wav;340.525.040.821
Franz Schubert;Moment Musical Op. 94 No. 1 in C Major;validation;2015;2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--2.midi;2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--2.wav;351.030.208.333
Franz Schubert;"Moment Musical Op. 94 No. 4 in C-sharp Minor; D780";test;2013;2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2.midi;2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2.wav;414.592.267.031
Franz Schubert;"Moment Musical Op. 94 No. 4; in C-sharp Minor; D780";test;2011;2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.midi;2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.wav;320.264.102.813
Franz Schubert;"Moment Musicaux in F Minor; Op. 94 No. 3";validation;2008;2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.midi;2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.wav;106.156.410.937
